@RELATION test

@ATTRIBUTE ts NUMERIC
@ATTRIBUTE ax NUMERIC
@ATTRIBUTE ay NUMERIC
@ATTRIBUTE az NUMERIC
@ATTRIBUTE at NUMERIC
@ATTRIBUTE class {0, 1, 2, 3}

@DATA
272,-0.091066,-0.128783,-0.649128,0.668016,0
408,0.308091,-0.657551,-0.186794,0.74979,0
538,0.033377,-0.041717,-0.893334,0.89493,0
671,-0.067586,0.489174,-0.637273,0.806211,0
790,0.197736,0.453074,-0.575628,0.758764,0
918,0.42549,0.055967,-0.509242,0.665959,0
1037,0.160168,0.351142,-0.637273,0.745031,0
1167,0.622721,-0.056582,-0.348018,0.715612,0
1287,0.14608,-0.111795,-0.729739,0.752567,0
1406,0.124948,-0.101177,-0.359873,0.394154,1
1559,-0.081674,0.002878,-0.544806,0.550902,1
1678,-0.10985,0.213111,-0.537693,0.588725,1
1797,-0.159158,0.315042,-0.502129,0.613772,1
1916,-0.046455,0.312918,-0.601709,0.679801,1
2036,-0.013583,0.3023,-0.419146,0.516966,2
2163,0.207128,0.521028,-0.390695,0.683384,2
2283,0.486538,0.775855,-0.27689,0.956734,2
2413,0.728381,1.02856,-0.129892,1.267022,2
2545,-1.189923,2.10096,-0.577999,2.482747,2
2692,1.378772,1.015818,-0.253181,1.731185,2
2811,-0.553619,1.563698,-0.770045,1.828829,2
2930,-0.764938,0.943617,-2.176013,2.492103,2
3066,-0.288297,1.100761,-1.139912,1.610649,2
3185,0.188344,1.194198,-0.414404,1.278011,2
3305,-0.332909,1.113502,-0.15123,1.172001,3
3424,0.092077,1.049795,0.17596,1.068415,3
3565,0.106164,0.99883,-2.059837,2.291694,3
3700,0.465406,0.722766,-0.487904,0.988455,3
3840,0.268175,0.359637,-0.113295,0.462701,1
3959,0.200084,0.060214,-0.670466,0.702271,1
4078,0.185996,0.285312,-0.689434,0.768971,1
4225,0.176604,0.529522,-0.400179,0.686823,1
4344,0.15782,0.582611,-0.445227,0.750046,1
4464,0.127296,0.552881,-0.47842,0.742137,1
4596,0.171908,0.633577,-0.502129,0.826502,2
4715,0.533498,0.873539,-0.423888,1.107868,2
4835,0.852824,1.075278,-0.148859,1.380468,2
4989,-0.269513,1.525474,0.028961,1.54937,2
5108,-0.647539,2.03513,-0.395437,2.171964,2
5227,1.075882,1.115626,-0.039796,1.550396,2
5347,-0.025323,1.880109,-0.826948,2.054092,2
5466,0.371487,1.610417,0.095348,1.655456,2
5621,-0.053499,1.264275,-1.045074,1.641169,3
5740,-0.476136,1.756943,-0.191536,1.830366,3
5859,-0.377521,1.315241,0.280281,1.39676,3
5979,0.202432,1.381071,0.213895,1.412122,3
6098,0.54289,0.941494,-1.168363,1.595686,3
6237,0.721337,0.9691,-0.675208,1.383975,3
6365,0.444274,0.393614,-0.627789,0.863962,1
6484,0.291655,0.54014,-0.653869,0.896861,1
6617,0.108512,0.603847,-0.535322,0.814233,1
6736,0.009897,0.622959,-0.589854,0.857965,1
6855,0.317483,0.656936,-0.608822,0.950276,1
6974,0.258783,0.667554,-0.575628,0.918665,1
7105,0.326875,0.690913,-0.556661,0.945558,1
7224,0.486538,0.763114,-0.490275,1.029287,2
7344,0.596893,0.981841,-0.466565,1.240152,2
7474,0.707249,1.170839,-0.046909,1.368672,2
7672,-0.154462,2.092466,0.062154,2.09908,2
7800,0.331571,1.570069,-0.032683,1.605031,2
7919,1.212065,1.657135,0.090606,2.055093,2
8038,-0.199074,1.614664,-0.442856,1.686087,2
8174,0.815256,1.251534,0.031332,1.493975,2
8293,0.608633,1.219681,-0.466565,1.440742,3
8413,0.387923,1.506362,-0.172569,1.565053,3
8565,0.190692,1.043425,0.199669,1.079336,3
8696,0.580457,1.177209,0.036074,1.313032,3
8815,1.273113,1.850379,-1.26083,2.575736,3
8934,0.864564,0.901146,-0.587483,1.380098,3
9062,0.533498,0.552881,-0.642015,1.001239,1
9181,0.446622,0.597476,-0.585112,0.948053,1
9301,0.43723,0.637824,-0.449969,0.894685,1
9420,0.312787,0.671801,-0.40255,0.843326,1
9552,0.277567,0.703654,-0.637273,0.989085,1
9672,0.223564,0.699407,-0.535322,0.908692,1
9791,0.308091,0.72489,-0.611192,0.996966,1
9910,0.369139,0.727013,-0.544806,0.980625,2
10052,0.575761,0.87991,-0.513984,1.170437,2
10171,0.657941,1.181456,-0.400179,1.410272,2
10290,0.038073,1.298252,-0.051651,1.299837,2
10418,-0.440916,1.911963,0.040816,1.962568,2
10550,1.334161,1.249411,-0.108553,1.831064,2
10680,0.052161,1.474508,-0.668095,1.619644,2
10800,0.406707,1.438408,0.221007,1.51105,2
10939,0.479494,1.255781,-0.205762,1.359867,3
11059,0.585153,1.559451,-0.7819,1.840016,3
11178,-0.213162,1.202692,-0.122779,1.227591,3
11314,0.195388,1.228175,0.239975,1.266561,3
11433,0.79882,1.228175,0.280281,1.491672,3
11577,0.78708,1.155974,-0.736852,1.580734,3
11696,0.385575,0.642071,-0.743965,1.055655,3
11824,0.352703,0.51041,-0.599338,0.862626,1
11943,0.528802,0.588982,-0.63016,1.011747,1
12062,0.439578,0.597476,-0.385953,0.836162,1
12181,0.284611,0.697284,-0.409663,0.85734,1
12301,0.25174,0.733384,-0.530581,0.939543,1
12420,0.178952,0.729137,-0.587483,0.953311,1
12563,0.24,0.748249,-0.634902,1.010236,1
12682,0.322179,0.852304,-0.570886,1.075236,1
12802,0.350355,0.935123,-0.573257,1.151446,1
12921,0.371487,1.041301,-0.449969,1.193642,2
13060,0.16956,1.289758,-0.243697,1.323486,2
13216,-0.21551,1.754819,-0.07536,1.769608,2
13352,0.275219,1.378948,-0.144117,1.413511,2
13471,0.777688,1.264275,-0.061134,1.485574,2
13603,0.16956,1.493621,-0.224729,1.51992,2
13723,0.801168,1.3386,0.114315,1.564221,2
13842,0.333919,0.843809,-0.27689,0.94878,3
13961,0.343311,1.21331,-0.608822,1.400231,3
14080,-0.112198,1.041301,-0.155972,1.058879,3
14216,0.286959,1.030683,-0.027941,1.07025,3
14336,0.618025,0.986088,-0.12515,1.170465,3
14475,0.556978,1.718718,-1.056929,2.093159,3
14607,0.371487,0.771608,-0.720256,1.118995,1
14726,0.150776,0.567746,-0.909931,1.083071,1
14845,0.127296,0.680295,-0.786642,1.047765,1
14965,0.143732,0.616588,-0.722627,0.960744,1
15095,0.012245,0.758867,-0.696546,1.030148,1
15214,-0.06289,0.78435,-0.575628,0.97494,1
15350,-0.053499,0.854427,-0.561403,1.023758,1
15486,0.009897,0.932999,-0.506871,1.06184,2
15639,0.070945,1.092267,-0.471307,1.191726,2
15769,0.016941,1.181456,-0.257922,1.209401,2
15897,-0.14507,1.451149,-0.137004,1.464803,2
16044,0.263479,1.400184,0.031332,1.425102,2
16163,0.021637,1.30887,0.109573,1.313627,2
0,-0.328213,-0.041717,0.790033,0.856514,0
149,-0.38926,0.009248,0.688083,0.790612,0
280,-0.248381,0.155774,0.771066,0.824925,0
399,-0.401,0.151527,0.685712,0.808679,0
518,-0.41274,0.191875,0.787662,0.909715,0
638,-0.429176,0.270447,0.775807,0.926936,0
765,-0.379869,0.160022,0.75684,0.861808,0
884,-0.370477,0.149404,0.711792,0.816224,0
1031,-0.405696,0.189751,0.749727,0.873319,0
1163,-0.450308,0.160022,0.75684,0.895093,0
1283,-0.462048,0.121797,0.735501,0.877089,0
1402,-0.480832,0.140909,0.75684,0.907668,0
1521,-0.516052,0.145157,0.744985,0.917814,0
1641,-0.511356,0.128168,0.737872,0.906845,0
1782,-0.53014,0.160022,0.742614,0.926354,0
1901,-0.633451,0.14728,0.721276,0.97118,0
2054,-0.70389,0.149404,0.785291,1.065113,0
2182,-0.678063,0.164269,0.809001,1.068286,0
2301,-0.70389,0.179134,0.799517,1.080175,0
2420,-0.699194,0.14728,0.747356,1.033976,0
2539,-0.687455,0.126044,0.723647,1.006055,0
2659,-0.73911,0.153651,0.726018,1.047375,0
2778,-0.710934,0.14728,0.785291,1.069486,0
2897,-0.741458,0.102685,0.735501,1.049413,0
3030,-0.755546,0.14728,0.697566,1.038817,0
3160,-0.706238,0.155774,0.68097,0.993357,0
3280,-0.732066,0.098438,0.716534,1.029093,0
3399,-0.781374,0.104809,0.737872,1.079808,0
3555,-0.743806,0.109056,0.768695,1.075189,0
3674,-0.71563,0.047473,0.735501,1.027299,0
3793,-0.807202,0.070832,0.624067,1.022767,0
3913,-0.687455,0.085697,0.65726,0.95495,0
4045,-0.710934,0.08782,0.619325,0.946945,0
4164,-0.682759,0.155774,0.797146,1.061069,0
4284,-0.661627,0.168516,0.846936,1.087864,0
4423,-0.628755,0.157898,0.809001,1.0367,0
4543,-0.659279,0.130292,0.744985,1.003308,0
4673,-0.682759,0.145157,0.740243,1.017443,0
4801,-0.790766,0.153651,0.702308,1.068717,0
4920,-0.825986,0.130292,0.692825,1.085925,0
5052,-0.75085,0.109056,0.441505,0.877836,0
5172,-0.816594,0.174886,0.218637,0.863257,0
5291,-0.849466,0.274694,0.021848,0.893043,0
5410,-0.917557,0.336277,-0.030312,0.977708,0
5546,-0.781374,0.36176,-0.020828,0.861307,0
5682,-0.736762,0.293806,-0.262664,0.835544,0
5818,-0.661627,0.584735,-0.229471,0.912317,0
5954,-0.574751,0.571993,-0.222358,0.840808,0
6114,-0.563011,0.707901,-0.238955,0.935524,0
6269,-0.358737,0.686666,0.218637,0.804987,0
6388,-0.386912,0.731261,0.20204,0.851624,0
6508,-0.269513,0.85018,0.244717,0.924841,0
6627,-0.325865,1.013695,0.503149,1.177678,0
6766,-0.20377,1.177209,0.75684,1.414267,0
6902,-0.349345,0.930876,0.839823,1.301489,0
7045,-0.405696,0.710025,1.024756,1.311049,0
7164,-0.654583,0.187628,0.500778,0.845258,0
7283,-0.560663,-0.234962,-0.246068,0.65582,0
7419,-0.10985,-0.084188,-0.364615,0.389998,1
7564,-0.067586,-0.268939,-0.490275,0.563263,1
7711,0.498278,0.487051,-0.513984,0.86584,1
7830,0.432534,0.232223,-0.305341,0.578141,1
7949,0.603937,0.431838,-0.416775,0.851426,1
8082,0.284611,0.264076,-0.32668,0.507405,1
8201,0.432534,0.196122,-0.30297,0.56333,1
8320,0.474798,0.215234,-0.490275,0.715631,1
8439,0.559326,0.215234,-0.295857,0.668358,1
8559,0.923263,0.521028,-0.108553,1.065678,1
8689,0.319831,-0.043841,-0.523468,0.615006,1
8825,0.340963,0.049596,-0.355131,0.494807,1
8952,0.305743,0.200369,-0.383582,0.52987,2
9085,0.22826,0.198246,-0.231842,0.380992,2
9252,0.427838,0.567746,-0.2271,0.746295,2
9371,0.892739,0.943617,0.145137,1.307081,2
9523,-0.006539,1.860997,0.024219,1.861166,2
9642,-0.382216,1.705977,-0.582741,1.842833,2
9778,1.679314,1.786672,0.493666,2.5012,2
9897,-0.119242,1.415049,-0.170198,1.430227,3
10033,1.146322,0.926629,-0.018457,1.474122,3
10166,0.369139,1.644394,-0.502129,1.75853,3
10285,0.016941,1.141109,0.671486,1.324126,3
10413,0.564022,1.228175,0.450989,1.424754,3
10532,1.524348,2.355788,-2.64783,3.858028,3
10651,0.664985,0.756743,-0.566145,1.155589,3
10782,0.552282,0.406355,-0.611192,0.918529,1
10901,0.470102,0.56987,-0.419146,0.849371,1
11020,0.378531,0.595352,-0.295857,0.765024,1
11153,0.303395,0.622959,-0.314825,0.761079,1
11283,0.308091,0.639947,-0.118037,0.71999,2
11402,0.836388,0.839562,0.014736,1.185169,2
11542,0.650897,1.217557,-0.113295,1.385261,2
11702,0.301047,1.850379,0.448618,1.927639,2
11821,-0.408044,1.514856,-0.855399,1.786896,2
11957,1.043011,1.525474,0.223378,1.861408,2
12076,0.362095,1.268523,-0.080102,1.32162,3
12231,0.580457,1.262152,-0.198649,1.40336,3
12350,0.411403,1.587057,-0.115666,1.643588,3
12469,-0.041759,1.39806,0.448618,1.468868,3
12589,0.399663,1.236669,0.330071,1.340905,3
12708,1.14867,2.306947,-0.307712,2.595406,3
12827,0.693161,0.682419,-0.068247,0.975102,3
12946,0.404359,0.406355,-0.596967,0.827647,1
13074,0.41375,0.60597,-0.262664,0.779347,1
13206,0.059205,0.251335,-0.15123,0.299241,1
13326,0.061553,0.11118,-0.243697,0.274841,1
13445,0.096772,0.453074,-0.17494,0.495222,1
13564,0.270523,0.542263,-0.008974,0.606063,2
13695,0.465406,0.875663,-0.091957,0.995914,2
13825,0.432534,1.098637,-0.103811,1.185271,2
13965,0.41375,1.765437,0.37749,1.852149,2
14130,0.200084,1.395936,-0.70603,1.57707,2
14249,0.319831,0.79072,0.349038,0.921606,3
14368,-0.377521,1.003077,0.02659,1.072097,3
14496,0.744816,1.327982,0.330071,1.557959,3
14681,0.540542,1.493621,-0.110924,1.592291,3
14800,0.021637,1.151726,0.432021,1.230278,3
14919,0.322179,1.100761,0.344296,1.197503,3
15039,0.627417,1.164468,-0.082473,1.325307,3
15171,0.648549,0.818327,-0.400179,1.118221,3
15302,0.535846,0.538016,-0.25081,0.799686,3
15421,0.232956,0.223728,-0.27689,0.42543,1
15540,0.185996,0.285312,-0.10144,0.35537,1
15660,0.052161,0.289559,-0.17494,0.3423,1
15787,0.023985,0.291683,-0.170198,0.338558,2
15907,0.214172,0.457321,-0.084844,0.512065,2
16026,0.336267,0.633577,0.028961,0.717867,2
16158,0.552282,0.875663,0.007623,1.035306,2
16298,0.404359,1.032807,0.221007,1.130947,2
16428,0.275219,1.70173,0.50552,1.796436,2
16547,0.357399,1.493621,-0.331422,1.571139,2
16667,0.942047,0.941494,-0.065876,1.333493,3
16797,0.538194,1.102884,0.138025,1.234932,3
16917,0.906827,1.572192,0.232862,1.82985,3
17036,0.681421,1.506362,-0.355131,1.691029,3
17177,-0.006539,1.455396,0.522117,1.54623,3
17307,0.209476,1.155974,0.239975,1.199059,3
17426,0.803516,0.947864,-1.028478,1.613026,3
17545,0.86926,1.162344,0.142766,1.458437,3
17664,0.500626,0.875663,-0.096699,1.013293,3
17784,0.305743,0.699407,-0.141746,0.776364,1
17903,0.336267,0.693036,0.036074,0.771153,1
18022,0.148428,0.66543,0.0503,0.683636,1
18166,0.009897,0.659059,-0.146488,0.675215,1
18285,0.15782,0.673924,-0.018457,0.692403,1
18405,0.244696,0.882034,0.140396,0.926051,2
18532,0.394967,0.958482,0.057413,1.038259,2
18688,0.427838,1.30887,0.337184,1.417702,2
18807,-0.302385,1.587057,0.469956,1.682571,2
18938,-0.311777,2.090342,0.519746,2.176435,2
19057,1.190934,1.096514,0.249459,1.637954,2
19189,0.016941,1.383195,-0.509242,1.474057,2
19309,0.650897,1.223928,0.088235,1.389047,2
19428,0.906827,1.062537,-0.260293,1.420941,3
19547,0.322179,1.3386,-0.186794,1.389439,3
19689,-0.18029,0.90964,0.522117,1.064216,3
19809,0.545238,1.051919,-0.004232,1.184836,3
19936,1.052402,1.776055,-0.563774,2.140038,3
20056,0.876304,0.822574,-0.229471,1.223598,3
20188,0.43723,0.395737,-0.366986,0.694591,1
20307,0.646201,0.588982,-0.376469,0.951948,1
20427,0.488886,0.436085,-0.321938,0.729948,1
20546,0.308091,0.493421,-0.27689,0.644246,1
20665,0.20478,0.578364,-0.286374,0.677089,1
20784,0.404359,0.693036,-0.155972,0.817394,1
20924,0.679073,0.886281,-0.058763,1.118073,1
21056,0.744816,0.954235,-0.056393,1.211815,2
21195,0.514714,0.841686,0.009994,0.986644,2
21315,0.711945,1.056166,0.569536,1.39525,2
21434,0.357399,1.669876,0.773436,1.87468,2
21553,0.618025,1.911963,0.401199,2.049028,2
21672,0.406707,0.916011,0.211524,1.024318,2
21792,0.585153,1.138985,-0.011345,1.280555,2
21911,-0.128634,0.81408,0.20204,0.848583,2
22043,0.709597,0.718519,0.723647,1.242361,2
22163,0.711945,0.625082,0.372748,1.018103,2
22304,1.151018,1.039178,0.159363,1.558887,2
22423,0.625069,1.410801,1.292672,2.012976,2
22562,0.615677,0.578364,-0.319567,0.903153,2
22681,0.254088,0.525275,-0.457081,0.741213,2
22800,0.11086,0.504039,-0.366986,0.633264,0
22920,0.141384,0.771608,-0.082473,0.788778,0
23052,-0.095762,0.656936,-0.189165,0.690303,0
23188,-0.182638,0.57624,-0.07536,0.60917,0
23344,-0.227249,0.555005,0.00051,0.599727,0
23463,-0.243685,0.582611,0.047929,0.633337,0
23583,-0.14507,0.591105,0.066896,0.612312,0
23702,-0.07463,0.639947,0.033703,0.645165,0
23821,-0.018279,0.627206,-0.023199,0.627901,0
23966,0.016941,0.618712,-0.037425,0.620074,0
24109,-0.053499,0.588982,-0.037425,0.592589,0
24245,-0.142722,0.571993,-0.020828,0.589898,0
24381,-0.182638,0.588982,0.007623,0.616696,0
24500,-0.18029,0.601723,0.009994,0.628232,0
24619,-0.187334,0.582611,-0.004232,0.612003,0
24755,-0.217858,0.548634,0.10009,0.598731,0
24885,-0.311777,0.529522,0.15225,0.633071,0
25005,-0.401,0.663306,0.15225,0.789909,0
25137,-0.365781,0.620835,0.216266,0.752331,0
25265,-0.123938,0.60597,0.301619,0.688139,0
25384,0.096772,0.550758,0.365635,0.668122,0
25515,0.155472,0.529522,0.372748,0.665962,0
25654,0.117904,0.472186,0.292136,0.56763,0
25774,0.061553,0.433961,0.149879,0.463222,0
25893,0.131992,0.427591,0.313474,0.546372,0
26012,0.155472,0.453074,0.330071,0.581716,0
26144,0.09912,0.42122,0.256572,0.503071,0
26264,0.106164,0.406355,0.275539,0.502312,0
26383,0.108512,0.380872,0.306361,0.500695,0
26502,0.054509,0.334154,0.280281,0.439531,0
26660,0.106164,0.344772,0.358522,0.508602,0
26780,0.068597,0.33203,0.372748,0.503875,0
26899,0.040421,0.342648,0.408312,0.534565,0
27043,0.178952,0.3023,0.586132,0.683345,0
